
"Data_Element"¬"Item_Name"¬"Description"¬"Data_Type"¬"Is_Derived_Item"¬"NCDR_Derivation_Methodology"¬"Link"¬"LinkType"¬"Present_In"
"2001 Census area"¬"Census_Area_2001_SUS"¬"The 2001 census output areas, built from unit postcodes and constrained to the 2003 statistical wards, which will form the building blocks for defining higher level geographies in the future. A pseudo code is included for the Channel Islands and the Isle of Man. Derived by NHS Digital prior to import to the NCDR."¬"varchar(10), varchar(4)"¬"Yes - External"¬"N/A"¬"https://digital.nhs.uk/services/secondary-uses-service-sus/secondary-uses-services-sus-guidance"¬"NHS Digital - SUS+"¬"NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_AEA, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCS, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_OPA"
"A&E arrival mode"¬"AEA_Arrival_Mode"¬"The mode by which a patient arrived at an accident and emergency department."¬"nvarchar(30), varchar(1)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_arrival_mode_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_SUSPlus_Reporting.Imperial.AE, NHSE_SUSPlus_Reporting.THF.AE, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_AEA, NHSE_Reference.dbo.tbl_Ref_DataDic_AEA_ArrivalMode, NHSE_SUSPlus_Reporting.NPHM.vw_tbl_Data_SEM_AEA, NHSE_SUSPlus_Reporting.NPHM.vw_tbl_Data_SEM_AEA_No_Pseudo_ID"
"A&E arrival mode description"¬"AEA_Arrival_Mode_Desc"¬"The description of the mode by which a patient arrived at an accident and emergency department."¬"varchar(500)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_arrival_mode_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_Reference.dbo.tbl_Ref_DataDic_AEA_ArrivalMode"
"A&E arrival mode description"¬"AEA_Arrival_Mode_Desc_Short"¬"The short description of the mode by which a patient arrived at an accident and emergency department."¬"varchar(30)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_arrival_mode_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_Reference.dbo.tbl_Ref_DataDic_AEA_ArrivalMode"
"A&E assessment wait time"¬"AEA_Assessment_Wait_Time"¬"The length of time the patient waited for an assessment (not currently populated within the NCDR)."¬"varchar(8)"¬"No"¬"N/A"¬"N/A"¬"N/A"¬"NHSE_SUSPlus_Reporting.Imperial.AE, NHSE_SUSPlus_Reporting.THF.AE, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_AEA"
"A&E attendance category"¬"AEA_Attendance_Cat"¬"An indication of whether a patient is making first or follow-up attendance at a particular accident and emergency department."¬"varchar(1)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_Reference.dbo.tbl_Ref_DataDic_AEA_AttendanceCategory"
"A&E attendance category"¬"AEA_Attendance_Category"¬"An indication of whether a patient is making first or follow-up attendance at a particular accident and emergency department."¬"nvarchar(30), varchar(1)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_SUSPlus_Reporting.Imperial.AE, NHSE_SUSPlus_Reporting.THF.AE, NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_AEA, NHSE_SUSPlus_Reporting.NPHM.vw_tbl_Data_SEM_AEA, NHSE_SUSPlus_Reporting.NPHM.vw_tbl_Data_SEM_AEA_No_Pseudo_ID, NHSE_SUSPlus_Reporting.Data.OIC_Intermediate_Table_AE, NHSE_SUSPlus_Reporting.Data.OIC_Intermediate_Table_AE_1920IR"
"A&E attendance category"¬"AEAttendanceCategory"¬"An indication of whether a patient is making first or follow-up attendance at a particular accident and emergency department."¬"varchar(1)"¬"Yes - NCDR"¬"Sourced from the AEA_Attendance_Category field."¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_SUSPlus_Reporting.FPDExtract.AEByCommissioner, NHSE_SUSPlus_Reporting.FPDExtract.AEByHRGActualCost, NHSE_SUSPlus_Reporting.FPDExtract.AEByProvider, NHSE_SUSPlus_Reporting.NHSI.AE, NHSE_SUSPlus_Reporting.OICExtract.AEByCommissionerActualCost, NHSE_SUSPlus_Reporting.OICExtract.AEByCommissionerCurrentCost"
"A&E attendance category description"¬"AEA_Attendance_Cat_Desc"¬"The description of whether a patient is making first or follow-up attendance at a particular accident and emergency department."¬"varchar(500)"¬"No"¬"N/A"¬"http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/a_and_e_attendance_category_de.asp?shownav=1"¬"NHS Data Model And Dictionary"¬"NHSE_Reference.dbo.tbl_Ref_DataDic_AEA_AttendanceCategory"
