"Grouping"¬"Grouping Description"¬"Data Element"¬"Data Element Description"
"Organisation/location"¬"Organisational and/or location information, related to the patient/record."¬"Minor injuries unit (MIU) indicator"¬"An indicator to show if MIU, or not."
"Organisation/location"¬"Organisational and/or location information, related to the patient/record."¬"Minor injuries unit (MIU) indicator description"¬"The description of the indicator to show if MIU, or not."
"Date/time"¬"A date and/or time period for the record."¬"Month"¬"The month of the date/activity."
"Date/time"¬"A date and/or time period for the record."¬"Month identifier"¬"Either the year and month of the activity (e.g. Y2016 M12), or (for community and mental health datasets) the unique number representing the monthly reporting period."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"Month identifier"¬"Either the year and month of the activity (e.g. Y2016 M12), or (for community and mental health datasets) the unique number representing the monthly reporting period."
"Demographics"¬"Demographic information for the patient/record."¬"Month of birth"¬"The month that the patient was born in."
"Date/time"¬"A date and/or time period for the record."¬"Month of birth"¬"The month that the patient was born in."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"Most recent record flag"¬"A flag identifying the most recent record in the submission/reporting period."
"Referral"¬"Information regarding referrals, either into, or from, services."¬"Most recent referral in period flag"¬"Identifies the most recent instance of an IC_pathway_ID in the period. Takes account of multiple providers submitting identical IAPT person ID - service ID combinations."
"Referral"¬"Information regarding referrals, either into, or from, services."¬"Most recent referral in quarter flag"¬"Flags the most recent instance of the IC_pathway_ID in the quarter. Since IAPT is a monthly submission, up to 3 instances of a referral can be received in a quarter, the flag indicates the most recent referral record to use for quarterly reporting and analysis."
"Demographics"¬"Demographic information for the patient/record."¬"Most restrictive legal category"¬"This field is empty and is a placeholder for a derivation that is currently in development."
"Diagnosis"¬"Information relating to diagnoses for the patient/record."¬"Multiple trauma category"¬"The multiple trauma code category."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Multiple trauma category"¬"The multiple trauma code category."
"Care professionals"¬"The care professionals involved in patient care."¬"Multi-professional indicator"¬"An indication of whether a patient was seen by a single or multiple care professionals during a clinic attendance consultant or clinic attendance non-consultant, recorded for the purposes of the national tariff payment system."
"Care professionals"¬"The care professionals involved in patient care."¬"Multi-professional indicator description"¬"A description of whether a patient was seen by a single or multiple care professionals during a clinic attendance consultant or clinic attendance non-consultant, recorded for the purposes of the national tariff payment system."
"Care professionals"¬"The care professionals involved in patient care."¬"Multi-professional indicator reason"¬"An indication of whether a patient was seen by a single or multiple care professionals during a clinic attendance consultant or clinic attendance non-consultant, recorded for the purposes of the national tariff payment system."
"Demographics"¬"Demographic information for the patient/record."¬"Name format"¬"Used in the CDS to identify the format of a patient name, with the classification values indicating whether it is a person name structured or person name unstructured."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"National person flag"¬"The national person flag, derived with reference to the header element."
"Aggregate groupings"¬"Aggregate groupings for activities, for example care cluster, HRG and PSS logic."¬"National programme of care (NPoC)"¬"The national programme of care (NPoC) category code."
"Aggregate groupings"¬"Aggregate groupings for activities, for example care cluster, HRG and PSS logic."¬"National programme of care (NPoC) description"¬"The national programme of care category description."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Neonatal level of care"¬"The level of care received by a neonate during a neonatal level of care period. For all wards caring for neonates, data should be collected daily about the level of care provided for each neonate."
"Length of stay"¬"The duration or time spent in healthcare settings."¬"Neurological support days"¬"The total number of days that the patient received neurological system support during a critical care period, ranging from 000 to 997 days."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"NHS 111 contract"¬"The code given to the NHS 111 area or contract."
"Organisation/location"¬"Organisational and/or location information, related to the patient/record."¬"NHS England region"¬"The NHS England region in which the organisation code (code of commissioner) is based."
"Service agreement"¬"The service agreement(s) for the activity, for example reference numbers relating to a contract or commissioner/provider agreement."¬"NHS England service category"¬"Service category abbreviations for NHS England commissioned care, e.g. AF, HJ."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"NHS England service category"¬"Service category abbreviations for NHS England commissioned care, e.g. AF, HJ."
"Service agreement"¬"The service agreement(s) for the activity, for example reference numbers relating to a contract or commissioner/provider agreement."¬"NHS England service category description"¬"Service category descriptions for NHS England commissioned care, e.g. NHS England - Armed Forces, NHS England - Health in Justice."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"NHS England service category description"¬"Service category descriptions for NHS England commissioned care, e.g. NHS England - Armed Forces, NHS England - Health in Justice."
"Demographics"¬"Demographic information for the patient/record."¬"NHS number"¬"The NHS number, the primary identifier of a person, is a unique identifier for a patient within the NHS in England."
"Demographics"¬"Demographic information for the patient/record."¬"NHS number flag"¬"A flag indicating if the patient's NHS number has passed validation checks and is not null in the submission."
"Demographics"¬"Demographic information for the patient/record."¬"NHS number status indicator"¬"The trace status of the NHS number."
"Demographics"¬"Demographic information for the patient/record."¬"NHS number status indicator description"¬"The description of the trace status of the NHS number."
"Date/time"¬"A date and/or time period for the record."¬"NHS service agreement change date"¬"The date of a change to a service provided under agreement."
"Service agreement"¬"The service agreement(s) for the activity, for example reference numbers relating to a contract or commissioner/provider agreement."¬"NHS service agreement change date"¬"The date of a change to a service provided under agreement."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"NHS service agreement change date"¬"The date of a change to a service provided under agreement."
"Service agreement"¬"The service agreement(s) for the activity, for example reference numbers relating to a contract or commissioner/provider agreement."¬"NHS service agreement number"¬"A number (alphanumeric) to provide a unique identifier for a line within a NHS service agreement. An NHS service agreement is a formal agreement between a commissioner organisation and one or more provider organisations for the provision of patient care services."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"NHS service agreement number"¬"A number (alphanumeric) to provide a unique identifier for a line within a NHS service agreement. An NHS service agreement is a formal agreement between a commissioner organisation and one or more provider organisations for the provision of patient care services."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"No change in recovery status flag"¬"Flag to indicate whether the referral has met the criteria for no change in recovery status."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Non-guided self help (computer) sessions"¬"The count of number of non-guided self help (computer) sessions."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Non-guided self help (book) sessions"¬"The count of non-guided self help (book) therapy sessions for IAPT within a referral."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Not at caseness flag"¬"Flag to indicate whether the referral was not at caseness at first assessment."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Not specified therapy sessions"¬"The total number of not specified therapy sessions for IAPT within a referral."
"Administrative"¬"Submission/administrative/other reference values, for things like record and activity identifiers."¬"Notes"¬"Notes to help describe the data."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Number attended contacts"¬"Calculates the total number of attended contacts in the reporting period."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Number attended day attendances"¬"Calculates the number of attended day attendance contacts in the reporting period for the record."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Number contacts"¬"The total amount of activity/contacts."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Number day attendances"¬"Calculates the total number of day attendance contacts in the reporting period for the record."
"Discharge/end"¬"Details for the discharge or end of records."¬"Number hospital discharges"¬"Calculates the total number of hospital discharges in the reporting period for the record."
"Activity"¬"Activity counts, and/or details for the activity that has taken place."¬"Number hospital discharges"¬"Calculates the total number of hospital discharges in the reporting period for the record."
"Discharge/end"¬"Details for the discharge or end of records."¬"Number hospital discharges with follow-up"¬"An experimental construction and is likely to be revised. Calculates the number of IC_Rec_RP_discharges_Net for the record where the event is a health care professional contact (HPCON) with a non-verbal consultation medium and the event date is between the discharge date one week following the discharge date."
